Parameter,Unit,Value,Comment
PDSCH parameters,,DL Reference Measurement Channel R.0 TDD,As specified in clause A.3.1.1.2
PCFICH/PDCCH/PHICH parameters,,DL Reference Measurement Channel R.6 TDD,As specified in clause A.3.1.2.2
Timing Advance Command (TA) value during T1,,31,NTA = 0 for the purpose of establishing a reference value from which the timing advance adjustment accuracy can be measured during T2
Timing Advance Command (TA) value during T2,,39,NTA = 128
DRX,,OFF,
T1,s,5,
T2,s,5,
