,Normal cyclic prefix,,Extended cyclic prefix
,"Normal subframes,Special subframes,configurations 3, 4, 8","Special subframes, configurations 1, 2, 6, 7, 9, 10",Any subframe
0,107,107,107
1,108,109,108
2,109,-,-
3,110,-,-
