E-UTRA CA Configuration,Spurious emission,,,,,,
,Protected band,Frequency range (MHz),,,Maximum Level (dBm),MBW (MHz),NOTE
CA_4-4,"E-UTRA Band 2, 4, 5, 10, 12, 13, 14, 17, 24, 25, 26, 27, 28, 29, 30, 41, 43, 50, 51, 53, 66, 70, 71, 74, 85, 103",FDL_low,-,FDL_high,-50,1,
,"E-UTRA Band 22, 42,NR Band n7",FDL_low,-,FDL_high,-50,1,2
"NOTE 1:FDL_low and FDL_high refer to each E-UTRA frequency band specified in Table 5.5-1NOTE 2:As exceptions, measurements with a level up to the applicable requirements defined in Table 6.6.3.1-2 are permitted for each assigned E-UTRA carrier used in the measurement due to 2nd or 3rd harmonic spurious emissions. Due to spreading of the harmonic emission the exception is also allowed for the first 1 MHz frequency range immediately outside the harmonic emission on both sides of the harmonic emission. This results in an overall exception interval centred at the harmonic emission of (2MHz + N x LCRB x 180kHz), where N is 2 or 3 for the 2nd or 3rd harmonic respectively. The exception is allowed if the measurement bandwidth (MBW) totally or partially overlaps the overall exception interval.",,,,,,,
