,,E-UTRA CA configuration / Bandwidth combination set,,,,,,
E-UTRACA configuration,Uplink CA configurations (NOTE 1),Component carriers in order of increasing carrier frequency,,,,,Maximum aggregated bandwidth [MHz],Bandwidth combination set
,,Channel bandwidths for carrier [MHz],Channel bandwidths for carrier [MHz],Channel bandwidths for carrier [MHz],Channel bandwidths for carrier [MHz],Channel bandwidths for carrier [MHz],,
CA_25A-25A-25A,-,"5, 10, 15, 20","5, 10, 15, 20","5, 10, 15, 20",,,60,0
CA_41A-41A-41A,-,"5, 10, 15, 20","5, 10, 15, 20","5, 10, 15, 20",,,60,0
CA_41A-41A-41C,CA_41C,"5, 10, 15, 20","5, 10, 15, 20",See CA_41C Bandwidth Combination Set 1 in Table 5.6A.1-1,,,80,0
,,"5, 10, 15, 20",See CA_41C Bandwidth Combination Set 1 in Table 5.6A.1-1,,"5, 10, 15, 20",,,
,,See CA_41C Bandwidth Combination Set 1 in Table 5.6A.1-1,,"5, 10, 15, 20","5, 10, 15, 20",,,
CA_46A-46A-46A,-,"10, 20","10, 20","10, 20",,,60,0
CA_48A-48A-48A,-,"5, 10, 15, 20","5, 10, 15, 20","5, 10, 15, 20",,,60,0
CA_66A-66A-66A,-,"5, 10, 15, 20","5, 10, 15, 20","5, 10, 15, 20",,,60,0
