E-UTRA operating band combination,E-UTRA Band,"ΔTIB,c [dB]"
CA_1-3-7-8-20-28,1,0.6
,3,0.6
,7,0.6
,8,0.6
,20,0.6
,28,0.6
,1,0.6
CA_1-3-7-20-28-38,3,0.6
,20,0.6
,28,0.6
CA_1-7-8-20-28-32,1,0.7
,7,0.7
,8,0.6
,20,0.6
,28,0.6
,1,0.7
CA_1-7-8-20-32-38,8,0.6
,20,0.6
