Downlink NR DCconfiguration,Uplink NR DCconfiguration
DC_n1A-n3A-n28A-n79A-n257ADC_n1A-n3A-n28A-n79A-n257GDC_n1A-n3A-n28A-n79A-n257HDC_n1A-n3A-n28A-n79A-n257I,DC_n1A-n257A/G/H/IDC_n3A-n257A/G/H/IDC_n28A-n257A/G/H/IDC_n79A-n257A/G/H/I
DC_n1A-n3A-n77A-n79A-n257ADC_n1A-n3A-n77A-n79A-n257GDC_n1A-n3A-n77A-n79A-n257HDC_n1A-n3A-n77A-n79A-n257I,DC_n1A-n257A/G/H/IDC_n3A-n257A/G/H/IDC_n77A-n257A/G/H/IDC_n79A-n257A/G/H/I
DC_n1A-n28A-n77A-n79A-n257ADC_n1A-n28A-n77A-n79A-n257GDC_n1A-n28A-n77A-n79A-n257HDC_n1A-n28A-n77A-n79A-n257I,DC_n1A-n257A/G/H/IDC_n28A-n257A/G/H/IDC_n77A-n257A/G/H/IDC_n79A-n257A/G/H/I
DC_n3A-n28A-n77A-n79A-n257ADC_n3A-n28A-n77A-n79A-n257GDC_n3A-n28A-n77A-n79A-n257HDC_n3A-n28A-n77A-n79A-n257I,DC_n3A-n257A/G/H/IDC_n28A-n257A/G/H/IDC_n77A-n257A/G/H/IDC_n79A-n257A/G/H/I
DC_n3A-n28A-n77(2A)-n79A-n257ADC_n3A-n28A-n77(2A)-n79A-n257GDC_n3A-n28A-n77(2A)-n79A-n257HDC_n3A-n28A-n77(2A)-n79A-n257I,DC_n3A-n257A/G/H/IDC_n28A-n257A/G/H/IDC_n77A-n257A/G/H/IDC_n79A-n257A/G/H/I
