SL PRS Parameters,Values,,,
Reference channel,SL PRS.1.1 FR1,SL PRS.1.2 FR1,SL PRS.1.3 FR1,SL PRS.1.4 FR1
SCS,"15 kHz, 30 kHz",,,
SL-PRS comb size,4,,4,
Number of SL-PRS symbols,2,,4,
SL-PRS comb offset Note 1,1,,1,
SL-PRS resource slot offset (slot) Note 1,0,1 Note 2,0,1 Note 2
PRB numbers containing SL PRS within channel Bandwidth Note 1,24,,48,
SL-PRS starting PRB,4,,4,
"NOTE 1:Unless otherwise specified in the test case.NOTE 2: Unless otherwise specified in the test case. If reported value for maxNumOfSlotsWithActiveSL-PRS-Resources is ‘n1’, then slot offset is minTimeAfterEndofSlotCarryActiveSL-PRS-Resources for SCS 15 kHz and 2*minTimeAfterEndofSlotCarryActiveSL-PRS-Resources for SCS 30 kHz.",,,,
