Parameter,,Unit,Value,Comment
Initial conditions,Active cell,,Cell 1,
,Neighbouring cell,,Cell 3,
Final condition,Active cell,,Cell 3,
Access Barring Information,,-,Not Sent,No additional delays in random access procedure.
T1,,s,5,
T2,,s,5,
