CSI report #nPart 2 subband,"Subband differential CQI for the second TB of all even subbands with increasing order of subband number for the first reported CRI, as in Table 6.3.1.1.2-3, if cqi-FormatIndicator=subbandCQI and if reported"
,"PMI subband information fields  of all even subbands with increasing order of subband number for the first reported CRI, from left to right as in Tables 6.3.1.1.2-1, or codebook index for 2 antenna ports according to Clause 5.2.2.2.1 in [6, TS38.214] of all even subbands with increasing order of subband number for the first reported CRI, if pmi-FormatIndicator= subbandPMI and if reportedX2"
,"Subband differential CQI for the second TB of all odd subbands with increasing order of subband number for the first reported CRI, as in Table 6.3.1.1.2-3, if cqi-FormatIndicator=subbandCQI and if reported"
,"PMI subband information fields  of all odd subbands with increasing order of subband number for the first reported CRI, from left to right as in Table 6.3.1.1.2-1, or codebook index for 2 antenna ports according to Clause 5.2.2.2.1 in [6, TS38.214] of all odd subbands with increasing order of subband number for the first reported CRI, if pmi-FormatIndicator= subbandPMI and if reportedX2"
,…
,"Subband differential CQI for the second TB of all even subbands with increasing order of subband number for the M-th reported CRI, as in Table 6.3.1.1.2-3, if cqi-FormatIndicator=subbandCQI and if reported"
,"PMI subband information fields  of all even subbands with increasing order of subband number for the M-th reported CRI, from left to right as in Table 6.3.1.1.2-1, or codebook index for 2 antenna ports according to Clause 5.2.2.2.1 in [6, TS38.214] of all even subbands with increasing order of subband number for the M-th reported CRI, if pmi-FormatIndicator= subbandPMI and if reportedX2"
,"Subband differential CQI for the second TB of all odd subbands with increasing order of subband number for the M-th reported CRI, as in Table 6.3.1.1.2-3, if cqi-FormatIndicator=subbandCQI and if reported"
,"PMI subband information fields  of all odd subbands with increasing order of subband number for the M-th reported CRI, from left to right as in Table 6.3.1.1.2-1, or codebook index for 2 antenna ports according to Clause 5.2.2.2.1 in [6, TS38.214] of all odd subbands with increasing order of subband number for the M-th reported CRI, if pmi-FormatIndicator= subbandPMI and if reportedX2"
NOTE:Subbands for given CSI report n indicated by the higher layer parameter csi-ReportingBand with value set to '1' are numbered continuously in the increasing order with the lowest subband of csi-ReportingBand with value set to '1' as subband 0.,
