CSI report number,CSI fields
CSI report #n,"CRI or SSBRI #1 as in Table 6.3.1.1.2-6, if reported"
,"CRI or SSBRI #2 as in Table 6.3.1.1.2-6, if reported"
,…
,"CRI or SSBRI #  as in Table 6.3.1.1.2-6, if reportedL×M"
,"RSRP #1 as in Table 6.3.1.1.2-6, if reported"
,"Differential RSRP #2 as in Table 6.3.1.1.2-6, if reported"
,…
,"Differential RSRP #  as in Table 6.3.1.1.2-6, if reportedL×M"
NOTE:L is the number of reported cells provided by higher layer parameter nrOfReportedCells and M is the number of reported SSBRI/RSRP or CRI/RSRP pairs per cell and equal to the value provided by higher layer parameter nrofReportedRS-PerCell.,
