CSI report #nPart 2 subband,"Subband differential CQI of CSI sub-report #1 for the second TB of all even subbands with increasing order of subband number, as in Tables 6.3.1.1.2-3/3C/4, if cqi-FormatIndicator=subbandCQI and if reported"
,"PMI subband information fields  of CSI sub-report #1 of all even subbands with increasing order of subband number, from left to right as in Tables 6.3.1.1.2-1/1A/1B/2/2A, or codebook index for 2 antenna ports of CSI sub-report #1 according to Clause 5.2.2.2.1 in [6, TS38.214] of all even subbands with increasing order of subband number, if pmi-FormatIndicator= subbandPMI and if reportedX2"
,"Subband differential CQI of CSI sub-report #2 for the second TB of all even subbands with increasing order of subband number, as in Tables 6.3.1.1.2-3/3C/4, if cqi-FormatIndicator=subbandCQI and if reported"
,"PMI subband information fields   of CSI sub-report #2 of all even subbands with increasing order of subband number, from left to right as in Tables 6.3.1.1.2-1/1A/1B/2/2A, or codebook index for 2 antenna ports of CSI sub-report #2 according to Clause 5.2.2.2.1 in [6, TS38.214] of all even subbands with increasing order of subband number, if pmi-FormatIndicator= subbandPMI and if reportedX2"
,…
,"Subband differential CQI of CSI sub-report # for the second TB of all even subbands with increasing order of subband number, as in Tables 6.3.1.1.2-3/3C/4, if cqi-FormatIndicator=subbandCQI and if reportedNnsub"
,"PMI subband information fields   of CSI sub-report # of all even subbands with increasing order of subband number, from left to right as in Tables 6.3.1.1.2-1/1A/1B/2/2A, or codebook index for 2 antenna ports of CSI sub-report # according to Clause 5.2.2.2.1 in [6, TS38.214] of all even subbands with increasing order of subband number, if pmi-FormatIndicator= subbandPMI and if reportedX2NnsubNnsub"
,"Subband differential CQI of CSI sub-report #1 for the second TB of all odd subbands with increasing order of subband number, as in Tables 6.3.1.1.2-3/3C/4, if cqi-FormatIndicator=subbandCQI and if reported"
,"PMI subband information fields  of CSI sub-report #1 of all odd subbands with increasing order of subband number, from left to right as in Tables 6.3.1.1.2-1/1A/1B/2/2A, or codebook index for 2 antenna ports of CSI sub-report #1 according to Clause 5.2.2.2.1 in [6, TS38.214] of all odd subbands with increasing order of subband number, if pmi-FormatIndicator= subbandPMI and if reportedX2"
,"Subband differential CQI of CSI sub-report #2 for the second TB of all odd subbands with increasing order of subband number, as in Tables 6.3.1.1.2-3/3C/4, if cqi-FormatIndicator=subbandCQI and if reported"
,"PMI subband information fields  of CSI sub-report #2 of all odd subbands with increasing order of subband number, from left to right as in Tables 6.3.1.1.2-1/1A/1B/2/2A, or codebook index of for 2 antenna ports CSI sub-report #2 according to Clause 5.2.2.2.1 in [6, TS38.214] of all odd subbands with increasing order of subband number, if pmi-FormatIndicator= subbandPMI and if reportedX2"
,…
,"Subband differential CQI of CSI sub-report # for the second TB of all odd subbands with increasing order of subband number, as in Tables 6.3.1.1.2-3/3C/4, if cqi-FormatIndicator=subbandCQI and if reportedNnsub"
,"PMI subband information fields  of CSI sub-report # of all odd subbands with increasing order of subband number, from left to right as in Tables 6.3.1.1.2-1/1A/1B/2/2A, or codebook index for 2 antenna ports of CSI sub-report # according to Clause 5.2.2.2.1 in [6, TS38.214] of all odd subbands with increasing order of subband number, if pmi-FormatIndicator= subbandPMI and if reportedX2NnsubNnsub"
"NOTE:Subbands for given CSI report n indicated by the higher layer parameter csi-ReportingBand with value set to '1' are numbered continuously in the increasing order with the lowest subband of csi-ReportingBand with value set to '1' as subband 0. CSI sub-report #1, CSI sub-report #2, …, CSI sub-report # correspond to the CSI sub-reports in increasing order of reportSubConfigId.Nnsub",
