CSI report number,CSI fields
CSI report #nCSI part 1,"CRI as in Tables 6.3.1.1.2-3/4, if reported"
,"Rank Indicator as in Tables 6.3.1.1.2-3/3C/4/5, if reported"
,"Wideband CQI for the first TB as in Tables 6.3.1.1.2-3/3C/4/5, if reported"
,"Subband differential CQI for the first TB with increasing order of subband number as in Tables 6.3.1.1.2-3/3C/4/5, if reported"
,"Indicator of the number of non-zero wideband amplitude coefficients  for layer 0 as in Table 6.3.1.1.2-5, if reportedM0"
,"Indicator of the number of non-zero wideband amplitude coefficients  for layer 1 as in Table 6.3.1.1.2-5 (if the rank according to the reported RI is equal to one, this field is set to all zeros), if 2-layer PMI reporting is allowed according to the rank restriction in Clauses 5.2.2.2.3 and 5.2.2.2.4 [6, TS 38.214] and if reportedM1"
NOTE:Subbands for given CSI report n indicated by the higher layer parameter csi-ReportingBand with value set to '1' are numbered continuously in the increasing order with the lowest subband of csi-ReportingBand with value set to '1' as subband 0.,
