CSI report number,CSI fields
CSI report #nCSI part 2 wideband,"Wideband CQI for the second TB as in Tables 6.3.1.1.2-3/3C/4/5, if present and reported"
,"Layer Indicator as in Tables 6.3.1.1.2-3/3C/4/5, if reported"
,"PMI wideband information fields , from left to right as in Tables 6.3.1.1.2-1/1A/1B/2/2A or 6.3.2.1.2-1/2, if reported"
,"PMI wideband information fields , from left to right as in Tables 6.3.1.1.2-1/1A/1B/2/2A or 6.3.2.1.2-1/2, or codebook index for 2 antenna ports according to Clause 5.2.2.2.1 in [6, TS38.214], if pmi-FormatIndicator= widebandPMI and if reported"
