CSI report number,CSI fields
CSI report #n,Amplitude value for the configured delay values as in Table 6.3.2.1.2-10 based on the order from the first configured delay to the last configured delay
,"Phase value for the configured delay values as in Table 6.3.2.1.2-10 based on the order from the first configured delay to the last configured delay, if reported"
