CSI report number,CSI fields
CSI report #nCSI part 1,as in Table 6.3.2.1.2-15SGCS11
,"as in Table 6.3.2.1.2-15, if reportedSGCS21"
,…
,"as in Table 6.3.2.1.2-15, if reportedSGCSυMax1"
,as in Table 6.3.2.1.2-15SGCS12
,"as in Table 6.3.2.1.2-15, if reportedSGCS22"
,…
,"as in Table 6.3.2.1.2-15, if reportedSGCSυMax2"
"NOTE: is the number of max allowed rank according to the rank restriction for the CSI report. For layer , where is the value of the reported Rank Indicator for the associated CSI report of predicted PMI configured with the higher layer parameter XYZ, the values of  and  are determined according to Clause 5.2.1.4.6 TS 38.214 [6]. For layer , if any, the values of  and  are set to ‘1111’.υMaxl=1,…,υ υSGCSl1SGCSl2l=υ+1,…,υMaxSGCSl1SGCSl2",
