Bit field mapped to index,"transform precoder is enabled, or maxRank=1 if transform precoder is disabled",Bit field mapped to index,"transform precoder is disabled, and maxRank=2",Bit field mapped to index,"transform precoder is disabled, and maxRank=3"
0,1 layer: TPMI=0,0,1 layer: TPMI=0,0,1 layer: TPMI=0
1,1 layer: TPMI=1,1,1 layer: TPMI=1,1,1 layer: TPMI=1
…,…,…,…,…,…
15,1 layer: TPMI=15,15,1 layer: TPMI=15,15,1 layer: TPMI=15
,,16,2 layer2: TPMI=0,16,2 layer2: TPMI=0
,,17,2 layer2: TPMI=1,17,2 layer2: TPMI=1
,,…,…,…,…
,,47,2 layers: TPMI=31,47,2 layers: TPMI=31
,,48-63,reserved,48,3 layers: TPMI=0
,,,,49,3 layers: TPMI=1
,,,,…,…
,,,,71,3 layers: TPMI=23
,,,,72-127,reserved
