Configuration,,Measurement bandwidth [RB],Number of UL/DL sub-frames per half frame (5 ms),,DwPTS,,TMeasurement_Period_TDD_Inter [ms] (normal performance),TMeasurement_Period_TDD_Inter [ms] (reduced performance)
,,DL,UL,Normal CP,Extended CP,,,
0,,6,2,2,,,"960 x Kn x Nfreq,n","960 x Kr x Nfreq,r"
1 (Note 1),,50,2,2,,,"480 x Kn x Nfreq,n","480 x Kr x Nfreq,r"
2,,6,1,3,,,"1440 x Kn x Nfreq,n","1440 x Kr x Nfreq,r"
3 (Note 1),,50,1,3,,,"960 x Kn x Nfreq,n","960 x Kr x Nfreq,r"
Note 1:This configuration is optionalNote 2:Ts is defined in TS 36.211 [16],,,,,,,,
