Reported value,Measured quantity value,Unit
PCMAX_C_00,"PCMAX,c < -29",dBm
PCMAX_C_01,"-29  PCMAX,c < -28",dBm
PCMAX_C_02,"-28  PCMAX,c < -27",dBm
…,…,…
PCMAX_C_61,"31  PCMAX,c < 32",dBm
PCMAX_C_62,"32  PCMAX,c < 33",dBm
PCMAX_C_63,"33  PCMAX,c",dBm
