Accuracy,,Conditions,,,,
Normal condition,Extreme condition,Ês/Noc Note 4,Io Note 1 range,,,
,,,E-UTRA ProSe operating band groups Note 3,Minimum Io,,Maximum Io
dB,dB,dB,,dBm/15kHz Note 2,dBm/BWChannel,dBm/BWChannel
4.5,9,-1.5 dB,FDD_D,-119.5,N/A,-70
,,,FDD_E,-119,N/A,-70
,,,FDD_F,-118.5,N/A,-70
,,,FDD_G,-118,N/A,-70
,,,FDD_N,-114.5,N/A,-70
8,11,-1.5 dB,"FDD_D, FDD_E, FDD_F, FDD_G, FDD_N",N/A,-70,-50
"NOTE 1:Io is assumed to have constant EPRE across the bandwidth.NOTE 2:The condition level is increased by ∆>0, when applicable, as described in Sections B.4.2 and B.4.3.NOTE 3:E-UTRA ProSe operating band groups are as defined in Section 3.5 for the corresponding E-UTRA operating bands.NOTE 4:When numReTx is configured as 3 for the relay Discovery transmissions. For numReTx < 3, the minimum Ês/Noc at which the accuracy requirements are fulfilled is expected to be higher than as specified for numReTx=3.NOTE 5:Layer 1 filtering for SD-RSRP is performed using PSDCH (re)transmissions within a discovery period.",,,,,,
