Reported value,Measured quantity value,Unit
RSRP_-17,RSRP< -156,dBm
RSRP_-16,-156  RSRP< -155,dBm
…,…,…
RSRP_-03,-143  RSRP< -142,dBm
RSRP_-02,-142  RSRP< -141,dBm
RSRP_-01,-141  RSRP< -140,dBm
RSRP_00,RSRP  -140,dBm
RSRP_01,-140  RSRP < -139,dBm
RSRP_02,-139  RSRP < -138,dBm
…,…,…
RSRP_95,-46  RSRP < -45,dBm
RSRP_96,-45  RSRP < -44,dBm
RSRP_97,-44  RSRP,dBm
