Reported value,Measured quantity value,Unit
AOA_ANGLE _000,0  AOA_ANGLE < 0.5,degree
AOA_ANGLE _001,0.5  AOA_ANGLE < 1,degree
AOA_ANGLE _002,1  AOA_ANGLE < 1.5,degree
…,…,…
AOA_ANGLE _717,358.5  AOA_ANGLE < 359,degree
AOA_ANGLE _718,359  AOA_ANGLE < 359.5,degree
AOA_ANGLE _719,359.5  AOA_ANGLE < 360,degree
