eDRX_CONN cycle length (s),TEvaluate_Qout_DRX_CatM1  and TEvaluate_Qin_DRX_CatM1  (s) (eDRX_CONN cycles)
2.56 < DRX cycle ≤ 10.24,Note (5)
Note:Evaluation period length in time depends on the length of the eDRX_CONN cycle in use,
