Accuracy,,Conditions,,,,
Normal condition,Extreme condition,Ês/Iot,Io Note 1 range,,,
,,,E-UTRA operating band groups Note 3,Minimum Io,,Maximum Io
dB,dB,dB,,dBm/15kHz Note 2,dBm/BWChannel,dBm/BWChannel
8,11,-15≤Ês/Iot≤-12 dB,FDD-M1_SAB_A,-121,N/A,-70
,,,FDD-M1_SAB_B,-120.5,N/A,-70
6.5,9.5,-12 dB,,,,
10,13,-15≤Ês/Iot≤-12 dB,"FDD-M1_SAB_A, FDD-M1_SAB_B",N/A,-70,-50
8.5,11.5,-12 dB,,,,
"NOTE 1:Io is assumed to have constant EPRE across the bandwidth.NOTE 2:The condition level is increased by ∆>0, when applicable, as described in Sections B.4.2 and B.4.3.NOTE 3:E-UTRA operating band groups are as defined in Section 3.5.",,,,,,
