Reported value,Measured quantity value,Unit
MBSFN_RSRQ_00,MBSFN_RSRQ  -38,dB
MBSFN_RSRQ_01,-39.0  MBSFN_RSRQ < -38.3,dB
MBSFN_RSRQ_02,-38.3  MBSFN_RSRQ < -37.6,dB
…,…,…
MBSFN_RSRQ_30,-17.7  MBSFN_RSRQ < -17,dB
MBSFN_RSRQ_31,-16  MBSFN_RSRQ,dB
