Reported value,Measured quantity value,Unit
WLAN RSSI_00,WLAN RSSI  -100,dBm
WLAN RSSI_01,-100  WLAN RSSI < -99,dBm
WLAN RSSI_02,-99  WLAN RSSI < -98,dBm
…,…,…
WLAN RSSI_139,38  WLAN RSSI < 39,dBm
WLAN RSSI_140,39  WLAN RSSI < 40,dBm
WLAN RSSI_141,40  WLAN RSSI,dBm
