Accuracy,,Conditions,,
Normal condition,Extreme condition,Io range,,
,,UTRA operating bands,Minimum Io,Maximum Io
dB,dB,,dBm/3.84 MHz,dBm/3.84 MHz
6,9,"Band I, IV, VI, X XI, XIX and XXI",-94,-70
,,Band IX,-93,-70
,,"Band II, V and VII",-92,-70
,,"Band III, VIII, XII, XIII, XIV , XX and XXII",-91,-70
,,"Band XXV, XXVI Note 1",-90.5,-70
8,11,Note 2,-70,-50
"NOTE 1:For Band XXVI, the condition has the minimum Io of -92 dBm/3.84 MHz when the carrier frequency of the assigned UTRA channel is within 869-894 MHz for the UE which supports both Band V and Band XXVI operating frequencies.NOTE 2:The same bands apply for this requirement as for the corresponding highest accuracy requirement.",,,,
