Accuracy,,Conditions,,,,
Normal condition,Extreme condition,Ês/Iot Note 4,Io Note 1 range,,,
,,,E-UTRA ProSe operating band groups Note 3,Minimum Io,,Maximum Io
dB,dB,dB,,dBm/15kHz Note 2,dBm/BWChannel,dBm/BWChannel
4.5,9,-6 dB,FDD_A,-121,N/A,-70
,,,FDD_D,-119.5,N/A,-70
,,,"FDD_E, TDD_E",-119,N/A,-70
,,,FDD_F,-118.5,N/A,-70
,,,FDD_G,-118,N/A,-70
,,,FDD_N,-114.5,N/A,-70
8,11,-6 dB,"FDD_A, FDD_D, FDD_E, TDD_E, FDD_F, FDD_G, FDD_N",N/A,-70,-50
"NOTE 1:Io is assumed to have constant EPRE across the bandwidth.NOTE 2:The condition level is increased by ∆>0, when applicable, as described in Sections B.4.2 and B.4.3.NOTE 3:E-UTRA ProSe operating band groups are as defined in Section 3.5 for the corresponding E-UTRA operating bands.NOTE 4: Ês/Iot for a SyncRef UE is the minimum of the Ês/Iot of PSSS/PSBCH and the Ês/Iot of SSSS",,,,,,
