Reported value,Measured quantity value,Unit
MBSFN_RSRP_00,MBSFN_RSRP  -140,dBm / 15 kHz
MBSFN_RSRP_01,-140  MBSFN_RSRP < -139,dBm / 15 kHz
MBSFN_RSRP_02,-139  MBSFN_RSRP < -138,dBm / 15 kHz
…,…,…
MBSFN_RSRP_95,-46  MBSFN_RSRP < -45,dBm / 15 kHz
MBSFN_RSRP_96,-45  MBSFN_RSRP < -44,dBm / 15 kHz
MBSFN_RSRP_97,-44  MBSFN_RSRP,dBm / 15 kHz
