Reported value,Measured quantity value,Unit
RTWP_LEV _000,RIP < 126.0,dBm
RTWP_LEV _001,-126.0  RIP < 125.9,dBm
RTWP_LEV _002,-125.9  RIP < 125.8,dBm
…,…,…
RTWP_LEV _509,-75.2  RIP < -75.1,dBm
RTWP_LEV _510,-75.1  RIP < -75.0,dBm
RTWP_LEV _511,-75.0  RIP,dBm
