Reported value,Measured quantity value,Unit
MBSFN_RSRQ_00,MBSFN_RSRQ  -23,dB / 15 kHz
MBSFN_RSRQ_01,-23  MBSFN_RSRQ < -22.5,dB / 15 kHz
MBSFN_RSRQ_02,-22.5  MBSFN_RSRQ < -22,dB / 15 kHz
…,…,…
MBSFN_RSRQ_30,-8.5  MBSFN_RSRQ < -8,dB / 15 kHz
MBSFN_RSRQ_31,-8  MBSFN_RSRQ,dB / 15 kHz
