Reported value,Measured quantity value,Unit
MBSFN_RSRP_00,MBSFN_RSRP  -151,dBm / 1.25 kHz
MBSFN_RSRP_01,-151  MBSFN_RSRP < -150,dBm / 1.25 kHz
MBSFN_RSRP_02,-150  MBSFN_RSRP < -149,dBm / 1.25 kHz
…,…,dBm / 1.25 kHz
MBSFN_RSRP_95,-57  MBSFN_RSRP < -56,dBm / 1.25 kHz
MBSFN_RSRP_96,-56  MBSFN_RSRP < -55,dBm / 1.25 kHz
MBSFN_RSRP_97,-55  MBSFN_RSRP,dBm / 1.25 kHz
