Reported value,Measured quantity value,Unit
NRSRP_00,NRSRP  -156,dBm
NRSRP_01,-156  NRSRP < -155,dBm
NRSRP_02,-155  NRSRP < -154,dBm
…,…,…
NRSRP_111,-46  NRSRP < -45,dBm
NRSRP_112,-45  NRSRP < -44,dBm
NRSRP_113,-44  NRSRP,dBm
