Accuracy,,Conditions,,,
Normal condition,Extreme condition,Ês/Iot Note 2,Io Note 1 range,,
,,,E-UTRA operating band groups Note 5,Minimum Io,Maximum Io
dB,dB,dB,,dBm/15kHz Note 4,dBm/BWChannel
5.5,6.5,-12 dB,"FDD-M1_A, TDD-M1_A",-121,-50
,,,FDD-M1_B,-120.5,-50
,,,FDD-M1_D,-119.5,-50
,,,"FDD-M1_E, TDD-M1_E",-119,-50
,,,FDD-M1_F,-118.5,-50
,,,FDD-M1_G,-118,-50
,,,FDD-M1_N,-114.5,-50
6.5,6.5,-15≤Ês/Iot≤-12 dB,Note 3,Note 3,Note 3
"NOTE 1:Io is assumed to have constant EPRE across the bandwidth.NOTE 2:The parameter Ês/Iot is the minimum Ês/Iot of the pair of cells to which the requirement applies.NOTE 3:The same bands and the same Io conditions for each band apply for this requirement as for the corresponding highest accuracy requirement.NOTE 4:The condition level is increased by ∆>0, when applicable, as described in Sections B.4.2 and B.4.3.NOTE 5:E-UTRA operating band groups are as defined in Section 3.5.",,,,,
