Reported Value,Measured Quantity Value,Unit
RS-SINR_000,RS-SINR  -23,dB
RS-SINR_001,-23  RS-SINR < -22.5,dB
…,…,…
RS-SINR_126,39.5  RS-SINR < 40,dB
RS-SINR_127,40  RS-SINR,dB
