DRX cycle length (s),TEvaluate_Qout_DRX and TEvaluate_Qin_DRX  (s) Note 1,
≤ 0.01,Non-DRX requirements in clause 7.6.2.1 are applicable.,
0.01 < DRX cycle ≤0.04,20 * TDRX,
0.04 < DRX cycle ≤ 0. 64,10 * TDRX,
0.64 < DRX cycle ≤ 2.56,5 * TDRX,
Note 1:Evaluation period length in time depends on the length of the DRX cycle in use. TDRX is the DRX cycle length.Note 2: MCG’s DRX configuration is applied for PCell RLM evaluation and SCG’s DRX configuration is applied for PSCell RLM evaluation,,
