Reported value,Measured quantity value,Unit
MBSFN_RSRQ_00,MBSFN_RSRQ  -26.0,dB
MBSFN_RSRQ_01,-26.0  MBSFN_RSRQ < -25.4,dB
MBSFN_RSRQ_02,-25.4  MBSFN_RSRQ < -24.8,dB
…,…,…
MBSFN_RSRQ_30,-8.6  MBSFN_RSRQ < -8,dB
MBSFN_RSRQ_31,-8  MBSFN_RSRQ,dB
