Parameter,Unit,Value,,,
NPDCCH Reference channel,-,R.30 HD-FDDR.30 NB-TDD,R.31 HD-FDDR.31 NB-TDD,R.32 HD-FDDR.32 NB-TDD,R.33 HD-FDDR.33 NB-TDD
Channel bandwidth,KHz,200,200,200,200
Number of transmitter antennas,-,1,2,1,2
DCI Format,-,N1,N1,N0,N0
Aggregation level,NCCE,2,2,2,2
Maximum number of repetitions,-,Note 2,Note 2,Note 2,Note 2
Payload (without CRC),Bits,Note 3,Note 3,Note 3,Note 3
Cell ID,-,Note 4,Note 4,Note 4,Note 4
Note 1:Allocation is located in the middle of narrowband.Note 2:Maximum number of repetitions shall depend upon the test configuration.Note 3:Payload size shall depend upon the test configuration.Note 4:Cell ID shall depend upon the test configuration.,,,,,
