Parameter,Unit,Value,,,
NPDCCH Reference channel,-,R.34 HD-FDDR.34 NB-TDD,R.35 HD-FDDR.35 NB-TDD,R.36 HD-FDDR.36 NB-TDD,R.37 HD-FDDR.37 NB-TDD
LTE Carrier bandwidth,MHz,10,10,10,10
Allocated resource blocks for NB-ioTNote1,PRB,1,1,1,1
Number of transmitter antennas,-,1,2,1,2
DCI Format,-,N1,N1,N0,N0
Aggregation level,NCCE,2,2,2,2
Maximum number of repetitions,-,Note 2,Note 2,Note 2,Note 2
Payload (without CRC),Bits,Note 3,Note 3,Note 3,Note 3
Cell ID,-,Note 4,Note 4,Note 4,Note 4
Note 1:Allocation is located in the middle of narrowband.Note 2:Maximum number of repetitions shall depend upon the test configuration.Note 3:Payload size shall depend upon the test configuration.Note 4:Cell ID shall depend upon the test configuration.,,,,,
