Allocation,CP length,Relative power level  [dB],,,,,,,,,,,,,,,,,
,,Special subframe configuration,,,,,,,,,,,,,,,,,
,,0,,1,,2,,3,,4,,5,,6,,7,,8,
,,Control region OFDM symbols,,,,,,,,,,,,,,,,,
,,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
0 – 37,N,0,,0,,0,,0,,0,,0,,0,,0,,0,
,,,,,,,,,,,,,,,,,,,
62 – 99,N,0,,0,,0,,0,,0,,0,,0,,0,,0,
,,,,,,,,,,,,,,,,,,,
Note 1:Special subframe configurations are defined in Table 4.2-1 in TS 36.211 [16].,,,,,,,,,,,,,,,,,,,
