Parameter,Unit,Test configuration,Cell 1,,Cell 2,
,,,T1,T2,T1,T2
Initial BWP configuration,,"1, 2, 3",DLBWP.0.1 ULBWP.0.1,,-,
Active DL BWP configuration,,"1, 2, 3",DLBWP.1.2,,-,
Active UL BWP configuration,,"1, 2, 3",ULBWP.1.2,,-,
