Parameter,Unit,Test configuration,Cell 1,,Cell 2,
,,,T1,T2,T1,T2
BWchannel,MHz,1,"3: NPRB,c = 15",,"3: NPRB,c = 15",
PDSCH RMC configuration,,1,SR.1.2 FDD,,N/A,
RMSI CORESET RMC configuration,,1,CR.1.3 FDD,,N/A,
Dedicated CORESET RMC configuration,,1,CCR.1.7 FDD,,N/A,
Io,dBm/2.7 MHz,1,-70.00,-67.65,-70.00,-67.65
