Power step ∆P (Up or down) (dB),"All combinations of PUSCH and PUCCH, PUSCH/PUCCH and SRS transitions between sub-frames, PRACH (dB)"
ΔP < 2,±5.0
2 ≤ ΔP < 3,±6.0
3 ≤ ΔP < 4,±7.0
4 ≤ ΔP < 10,±8.0
10 ≤ ΔP < 15,±10.0
15 ≤ ΔP,±11.0
NOTE:The requirements apply with ue-BeamLockFunction enabled.,
