Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version
2017-08,RAN4#84,,,,,Initial Skeleton,0.0.1
2017-10,RAN4#84Bis,R4-1711979,,,,TPs from R4#84Bis by editors,0.1.0
2017-12,RAN4#85,R4-1713806,,,,"Approved TPs from R4#85R4-1714537, TP for TS 38.101-2: Channel Bandwidth Definition, Qualcomm IncorporatedR4-1714115, TP for TS 38.101-2: Channel Arrangement, : Qualcomm Incorporated (Note: this TP was further discussed and edited in the reflector)R4-1713205, TP on general parts for 38.101-2 NR FR, : EricssonR4-1712884, TP to TS38.101-2 on environmental conditions, Intel CorporationR4-1714018, TP to TS 38.101-2 for definition of UE RF terminologies, Anritsu CorporationR4-1714447, TP on UE power class for FR2, Intel CorporationR4-1714372, TP to TS38.101-2 on EVM equalizer spectrum flatness requirements, Intel CorporationR4-1714330, TP to TR 38.101-02 v0.1.0: ON/OFF mask design for NR UE transmissions for FR2, EricssonR4-1714364, TP to TR 38.101: NR UE transmit OFF power for FR2, CATTR4-1714347, TP to TS38.101-2 on spurious emissions requirements for FR2, Intel Corporation (Note: this TP was further discussed and edited in the reflector)R4-1714456, TP on REFSENS for FR2, Intel CorporationR4-1714337TP to TS 38.101-2 ACS requirement for mmW (section 7.5), Qualcomm IncorporatedR4-1714338, TP to TS 38.101-2 IBB requirement for mmW (section 7.6.1), Qualcomm IncorporatedR4-1714348, TP to TS38.101-2 on Rx spurious emissions for FR2, Intel CorporationMin power for EVM requirement according to R4-1711568, TP to TR 38.xxx - UE minimum transmit power for range 2, CATTBand list according to R4-1714542, List of bands and band combinations to be introduced into RAN4 NR core requirements by December 2017, RAN4 Chairmen",0.2.0
2017-12,RAN4#85,R4-1714570,,,,Further corrections and alignments with 38.104 after email review,0.3.0
2017-12,RAN#78,RP-172476,,,,v1.0.0 submitted for plenary approval. Contents same as 0.3.0,1.0.0
2017-12,RAN#78,,,,,Approved by plenary – Rel-15 spec under change control,15.0.0
2018-03,RAN#79,RP-180264,0004,,F,"Implementation of endorsed CR on to 38.101-2Endorsed draft CRs in RAN4-NR-AH#1801F: R4-1800918, Draft CR to 38.101-2 on channel bandwidth corrections (5.3.5), NokiaF: R4-1801097, Modification for TS38.101-2, CATTF: R4-1801098Draft CR for TS38.101-2:  On requirement metrics. Sumitomo Elec. Industries, LtdF: R4-1800401, Editorial corections to 38.101-2, QualcommF: R4-1801122: Draft pCR for TS 38.101-2 version 15.0.0: Remaining ON/OFF masks for FR2 NR UE transmissions, EricssonF: R4-1800418, Correction of NR SEM for FR2 table, vivoF: R4-1800316Draft CR to 38.101-2: Tx spurious emission for NR FR2 (section 6.5.3 ), ZTE CorporationF: R4-1800918Draft CR to 38.101-2 on channel bandwidth corrections (5.3.5), NokiaF: R4-1801013, Draft CR to 38.101-2: Clarifications to UE spectrum utilization section 5.3, EricssonF: R4-1801229, Draft CR to 38.101-2: Channel spacing for CA for NR FR2(section 5.4.1.2), ZTE CorporationF: R4-1801232, Correction CR for channel spacing:38.101-2, SamsungF: R4-1801325, Draft CR to TS 38.101-2: Corrections on channel raster calculation in section 5.4.2, ZTE CorporationF: R4-1800860, Corrections of GSCN, NokiaEndorsed draft CRs in RAN4#86R4-1803054, Draft CR for new spec structure of 38.101-2, EricssonR4-1801446, Modification for NR UE time mask requirement for FR2, CATTR4-1801729, Draft CR to 38.101-2: Corrections to In-band blocking requirements, Rohde & SchwarzR4-1801967, CR on EVM spectrum flatness for FR2, HuaweiR4-1802339, Draft CR to 38.101-2: Clarifications on peak directions and REFSENS, ROHDE & SCHWARZR4-1802567, Draft CR to TS 38.101-2: Clarification of mixed numerology guardband size, EricssonR4-1803238, Draft CR for TS 38.101-2: ACLR requirement clarification, HuaweiR4-1803365, Draft CR to 38.101-2: Clarification on REFSENS Definition, ROHDE & SCHWARZR4-1803453, draft CR for introduction of completed band combinations from 37.865-01-01 into 38.101-2, EricssonR4-1803566, Draft CR for TS 38.101-2: Sync raster offset in re-farming bands (5.4.3), Ericsson",15.1.0
2018-06,RAN#80,RP-181262,0010,,F,"CR to TS 38.101-2: Implementation of endorsed draft CRs from RAN4 #86bis and RAN4 #87Endorsed draft CRs from RAN4#86BisR4-1803736, Draft CR on channel raster entry of band n258 for TS 38.101-2, ZTE Wistron Telecom ABR4-1804022, CR for modifications and clarifications for NR FR2 CA BW Classes, NokiaR4-1804585, Draft CR to 38.101-2: IBE Section Update, Qualcomm, Inc.R4-1804657, Introduction of UE to UE coexistence requirements requirements for FR2, Qualcomm IncorporatedR4-1804949, Corrections to 5.3.3 in TS 38.101-2, NokiaR4-1805641, Corrections of BCS for n257 intraband contiguous CA in 38.101-2, NokiaR4-1805685, Draft CR to TS38.101-2: Channel Raster to Resource Element Mapping (Section 5.4.2.2) and RB alignment with different numerologies (Section 5.3.4), ZTE CorporationR4-1805704, Update of UE emission requirements for FR2, Qualcomm IncorporatedR4-1805705, Draft CR to 38.101-2: Update of section 7.1, Rohde & SchwarzR4-1805757, Update of ACS requirement for FR2, Qualcomm IncorporatedR4-1805771, Update of IBB requirement for FR2, Qualcomm IncorporatedR4-1805775, draft CR for TS 38.101-2 on US 28 GHz band number, Qualcomm IncorporatedR4-1805949, Draft CR on minimum guardband of SCS 240 kHz SSB for TS 38.101-2, ZTE Wistron Telecom ABR4-1805982, draft CR for 38.101-2: sync raster, SamsungR4-1804878, draft CR introduction completed band combinations 37.865-01-01 -> 38.101-2, EricssonR4-1803628, pi/2 BPSK related CR, IITHEndorsed draft CRs from RAN#87R4-1806167, Draft CR on channel raster entry of band n261 for TS 38.101-2, ZTE CorporationR4-1806169, Draft CR on SSB clarification for TS 38.101-2, ZTE CorporationR4-1806383, Draft CR of clarifications on TRx RF test metrics for mmWave, Anritsu CorporationR4-1806946, Draft CR for TS 38.101-2: Channel raster and NR-ARFCN clarification (5.4.2), EricssonR4-1807652, FR2 UE ACLR requirement for CA, QualcommR4-1807655, Further refinements for UE Rx requirements in FR2, QualcommR4-1807681, Draft CR on 38.101-2 on channel raster to achieve alignment of data and SSB subcarrier grids, NokiaR4-1807853, Draft CR to TS 38.101-2: UE maximum output power for UL CA, NokiaR4-1807855, Draft CR on 38.101-2: Transmit ON/OFF time mask for UL CA, NokiaR4-1807857, Draft CR on 38.101-2: Occupied BW for UL CA, NokiaR4-1808101, Draft CR to 38.101-2: On EVM Averaging Length, Wording, Qualcomm IncorporatedR4-1808105, Configured maximum output power for FR2, EricssonR4-1808124, draft CR on UE RF requirement for UE type 2 in FR2, LG ElectronicsR4-1808125, Draft CR to TS 38.101-2: Minimum output and OFF Power, NokiaR4-1808147, Draft CR for NR FR2 CA BW class modifications, MediaTek Inc.R4-1808148, EVM equaliser spectral flatness for FR2, EricssonR4-1808149, UE Shaping Filter Requirement for pi/2 BPSK, Indian Institute of Tech (M)R4-1808152, Draft CR for Finalizing UE RF Requirement for FWA, SamsungR4-1808266, Draft CR for TS 38.101-2: Channel and sync raster corrections (5.4), EricssonR4-1808545, Draft CR on UE RF requirement for UE type 3 in FR2, VerizonR4-1808546, Power class 3 Spherical coverage introduction and peak EIRP requirement update, QualcommR4-1808206, Draft CR to 38.101-2: FR2 Type 1 UE Power Control, QualcommR4-1808208, Draft CR to 38.101-2: FR2 Type 1 UE CA EIS update, QualcommR4-1808191, TP to TS38.101-2 - UE ON/OFF masks, EricssonR4-1807102, draft CR introduction completed band combinations 37.865-01-01 -> 38.101-2, Ericsson",15.2.0
2018-09,RAN#81,RP-181896,0015,,F,"Big CR for 38.101-2Endorced draft CRs from RAN4#NR-AH-1807R4-1809336, Draft CR on UL RMC for FR2 RF tests, Qualcomm IncorporatedR4-1809338, Draft CR on NR UE REFSENS SNR FRC for FR2, Intel CorporationR4-1809397, Draft CR on measurement of receiver characteristics for FR2 RF Tests, Qualcomm IncorporatedR4-1809566, Draft CR on OCNG pattern for FR2 REFSENS test, Qualcomm IncorporatedEndorced draft CR s from RAN4#88R4-1809817, TP to TS 38.101-2 on ON/OFF time mask, Intel CorporationR4-1809976, Draft CR for TS 38.101-2: Channel raster corrections (5.4.2), EricssonR4-1810092, Draft CR TS 38.101-2 - UE ON-OFF mask clean up, EricssonR4-1810211, Draft CR for TS 38.101-2: MPR inner and outer RB allocations formula correction, MediaTek Inc.R4-1810228, draft CR on UL-MIMO requirement for Power Class 2 in FR2, LG Electronics IncR4-1810373, Draft CR to 38.101-2: Corrections on symbols and abbreviations in section 3, ZTE CorporationR4-1810805, Draft CR to TS 38.101-2: Spurious emissions, NokiaR4-1810863, Draft CR to 38.101-2: Addition of Transmit Modulation Annex, Rohde & SchwarzR4-1811026, Draft CR to 38.101-2: FR2 UE CA Transmit Signal Quality update, Qualcomm IncorporatedR4-1811104, Finalization of SEM requirements in FR2, Qualcomm IncorporatedR4-1811140, FR2 ULMIMO Updates and enhancements, Qualcomm IncorporatedR4-1811322, Draft CR to 38.101-2: REFSENS of power class 1, Intel CorporationR4-1811456, Draft CR on DL Physical Channel for FR2 RF tests, Qualcomm IncR4-1811460, Draft CR to 38.101-2: Correct both Table 5.5A.2-1 and Table 5.5A.2-2, VerizonR4-1811489, Draft CR to 38.101-2: FR2 Power Control, Qualcomm IncorporatedR4-1811499, Implementation of additional requirement to protect passive EESS in 23.6-24GHz, Qualcomm IncorporatedR4-1811515, Draft CR to TS 38.101-2: Clarification on OCNG, Keysight Technologies UK LtdR4-1811517, Draft CR on NR DL FRCs for FR2 UE RF requirements, Intel CorporationR4-1811519, Draft CR to 38.101-2: On FR2 MPR for single CC PC1 and PC3, QualcommR4-1811520, Draft CR to 38.101-2: FR2 Max. Input Power, Qualcomm IncorporatedR4-1811524, Clearification of UL MIMO for FR2, OPPOR4-1811551, Draft CR to TS 38.101-2 on channel bandwidth and spacing descriptions, EricssonR4-1811554, Draft CR to 38.101-2: Corrections on description of channel raster entries, ZTE CorporationR4-1811802, Draft CR to TS 38.101-2 update the Pumax tolerance table for configured transmitted power, Intel CorporationR4-1811807, Draft CR to 38.101-2: FR2 UE Transmit Signal Quality update, Qualcomm IncorporatedR4-1811813, Correction on UE transmitter requirement for FR2, CATTR4-1811817, Updated ON/OFF mask for FR2, vivoR4-1811800, DRAFT CR for PCmax FR2 correction, Qualcomm Incorporated",15.3.0
2018-12,RAN#82,RP-182899,0016,2,F,"Endorced draft CR s from RAN4#88Bis:R4-1812122, Draft CR for FR2 ACLR Measurement BW, QualcommR4-1812134, CR on Out of Band Blocking for FR2, Intel Corporation R4-1812426, draft CR of MPR for Power Class 2 in FR2, LG ElectronicsR4-1812428, draft CR of transmit signal quality for Power Class 2 in FR2, LG ElectronicsR4-1812453, Draft CR to TS 38.101-2 Adjust placement of 0dB MPR reference waveform, Intel CorporationR4-1812495, Draft CR to 38.101-2: Corrections on channel raster & SS raster, ZTE CorporationR4-1813470, draftCR on applicability of TDD configuratiin for CA in TS 38.101-2, HuaweiR4-1813472, draftCR on CA spectrum Emission for TS 38.101-2, HuaweiR4-1813473, draftCR on coherent UL MIMO for TS 38.101-2, HuaweiR4-1813527, Correction to FR2 spurious emission requirement, NokiaR4-1813585, Draft CR to Specify UL Power for FR2 REFSENS Test Cases, KeysightR4-1813815, Draft CR to 38.101-2: Corrections on configurations for intra-band non-contiguous CA, ZTE CorporationR4-1814149, Changes to FR2 UL MIMO, OPPOR4-1814180, Draft CR to TS 38.101-2 on channel arrangement descriptions, LG Electronics Inc.R4-1814181, Draft CR to 38.101-2: Corrections on the descriptions of UE channel bandwidth for CA, ZTE CorporationR4-1814163, draft CR of operating band for Power Class 2 in FR2, LG ElectronicsR4-1813834, Draft CR to 38.101-2: Update of Annex F, Rohde & SchwarzR4-1814164, draftCR on MPR  for TS 38.101-2, Huawei R4-1814165, Draft CR to 38.101-2: FR2 Power Control for CA, Qualcomm IncorporatedR4-1814170, Draft CR to 38.101-2: FR2 UL Config for EIS Testing, Qualcomm IncorporatedEndorsed draft CR's from RAN4#89R4-1815951, dCR on TS38.101-2 merging draft CRs from RAN4#89, Qualcomm IncorporatedR4-1814497, Correction on UL MIMO requirement for PC1 UE, SamsungR4-1814585, Draft CR to TS 38.101-2 UL CA power control in FR2, Intel CorporationR4-1814698, Draft CR to TS38.101-2 updating references, Apple Inc.R4-1815623, Draft CR to 38.101-2: FR2 Max. Input Power UL Configuration, Qualcomm IncorporatedR4-1815801, draft CR editorial correction in 38.101-2, EricssonR4-1815810, draft Rel-15 CR to 38.101-2 to include n260 fallbacks needed, EricssonR4-1815942, dCR on P-MPR for FR2, Qualcomm IncorporatedR4-1815943, dCD Coherent UL MIMO parameters for FR2, Qualcomm IncorporatedR4-1816205, Draft CR to TS38.101-2 correcting the Pcmax requirement, Apple Inc.R4-1816206, draft CR on Pcmax for ULCA and limitation on max aggregated ULCA BW, Qualcomm IncorporatedR4-1816217, Draft CR to 38.101-2 on UE maximum output power with additional requirements, ZTE CorporationR4-1816218, Draft CR for Introducing missing requirement for power class 4 in FR2 for TS 38.101-2, NTT DOCOMO, INC.R4-1816219, draft CR of MPR for Power Class 2 in FR2, LG ElectronicsR4-1816220, Draft CR to 38.101-2: On FR2 CA MPR v2, Qualcomm IncorporatedR4-1816239, Draft CR to 38.101-2: On FR2 EESS A-MPR for n258, Qualcomm IncorporatedR4-1816245, Draft CR to 38.101-2: FR2 EIS DL Signal Polarization Clarification, Qualcomm IncorporatedR4-1816257, Draft CR to TS38.101-2 to correct UL CA scope for FR2 in Rel-15, Apple Inc.R4-1816605, TDD configuration for UE Tx test in FR2, EricssonR4-1816664, Draft CR to 38.101-2 (5.3.4) RB alignment, HuaweiR4-1816751, Draft CR for RF exposure compliance in TS38.101-2, LG Electronics FranceR4-1816626, Draft CR to TS 38.101-2: Introducing multi-band applicability for PC3, Apple Inc.R4-1816634, Draft CR to 38.101-2: FR2 EIS Spherical Coverage Requirement, Qualcomm IncorporatedR4-1816639, Verification of beam correspondence, Ericsson, SonyR4-1816633, draft CR on UE type for Power Class 2 in FR2, LG ElectronicsR4-1816644, Draft CR to TS 38.101-2: Temperature Condition for testing EIRP Spherical Coverage requirement, Apple Inc.",15.4.0
