,Channel BW,,,
SCS (kHz),50MHz,100MHz,200MHz,400MHz
,"NRB,LP-WUS","NRB,LP-WUS","NRB,LP-WUS","NRB,LP-WUS"
60,11,11,11,-
120,11,11,11,11
