,,,,,,
"FDD and TDD with UL/DL configuration 1,2,4,5",3,1,2,4,-,-
TDD with UL/DL configuration 0,5,1,2,3,4,5
"TDD with UL/DL configuration 3,6",4,1,2,3,4,-
