Parameter,Unit,,Test 1,,
Downlink power allocation,,,,dB,0
,,,,dB,0 (Note 1)
,,,,dB,0
at antenna port,,,,dBm/15kHz,-98
Symbols for MBSFN portion of MBSFN subframes (Note 2),,,,,OCNG (Note 3)
ACK/NACK feedback mode,,,,,Multiplexing
PDSCH transmission mode,,,,,1
"Note 1:.Note 2:The MBSFN portion of an MBSFN subframe comprises the whole MBSFN subframe except the first two symbols in the first slot.Note 3:The MBSFN portion of the MBSFN subframes shall contain QPSK modulated data. Cell-specific reference signals are not inserted in the MBSFN portion of the MBSFN subframes, QPSK modulated MBSFN data is used instead.",,,,,
