Parameter,,Unit,Test1,,Test2,
,,,Cell 1,Cell 2,Cell 1,Cell 2
Bandwidth,,MHz,10,,10,
PDSCH transmission mode,,,3,Note 11,3,Note 11
Uplink downlink configuration,,,1,,1,
Special subframe configuration,,,4,,4,
Downlink power allocation,,dB,-3,,-3,
,,dB,-3,,-3,
,,dB,0,,0,
Propagation condition and antenna configuration,,,2 x 2 EPA5,,2 x 2 EPA5,
CodeBookSubsetRestriction bitmap,,,01 for fixed RI = 110 for fixed RI = 211 for UE reported RI,N/A,01 for fixed RI = 110 for fixed RI = 211 for UE reported RI,N/A
Antenna correlation,,,Low,,Low,
RI configuration,,,Fixed RI=1 and follow RI,N/A,Fixed RI=1 and follow RI,N/A
,,dB,0,-12,20,6
,,dB[mW/15kHz],-98 (Note 4),N/A,-102 (Note 4),N/A
,,,-98 (Note 5),N/A,-98 (Note 5),N/A
,,,-98 (Note 6),N/A,-94.8 (Note 6),N/A
,,dB[mW/15kHz],-98,-110,-78,-92
Subframe Configuration,,,Non-MBSFN,Non-MBSFN,Non-MBSFN,Non-MBSFN
Cell Id,,,0,1,0,1
Time Offset between Cells,,s,2.5 (synchronous cells),,2.5 (synchronous cells),
ABS Pattern (Note 7),,,N/A,00000000010000000001,N/A,00000000010000000001
RLM/RRM Measurement Subframe Pattern (Note 8),,,00000000010000000001,N/A,00000000010000000001,N/A
CSI Subframe Sets(Note 9),"CCSI,0",,00000000010000000001,N/A,00000000010000000001,N/A
,"CCSI,1",,11001110001100111000,,11001110001100111000,
Number of control OFDM Symbols,,,3,3,3,3
Maximum number of HARQ transmissions,,,1,,1,
Reporting mode,,,PUCCH 1-0,,PUCCH 1-0,
"Physical channel for CCSI,0 CQI and RI reporting",,,PUCCH Format 2,,PUCCH Format 2,
PUCCH Report Type for CQI,,,4,,4,
"Physical channel for CCSI,1 CQI and RI reporting",,,PUSCH (Note 3),,PUSCH (Note 3),
PUCCH Report Type for RI,,,3,,3,
Reporting periodicity,,ms,Npd= 10,,Npd= 10,
ACK/NACK feedback mode,,,Multiplexing,,Multiplexing,
cqi-pmi-ConfigurationIndex,,,8,,8,
ri-ConfigurationInd,,,5,,5,
cqi-pmi-ConfigurationIndex2,,,9,,9,
ri-ConfigurationInd2,,,0,,0,
Cyclic prefix,,,Normal,Normal,Normal,Normal
"Note 1:If the UE reports in an available uplink reporting instance at subframe SF#n based on CQI estimation at a downlink subframe not later than SF#(n-4), this reported wideband CQI cannot be applied at the eNB downlink before SF#(n+4).Note 2:Reference measurement channel in Cell 1 RC.2 TDD according to Table A.4-1 with one sided dynamic OCNG Pattern OP.1 TDD as described in Annex A.5.2.1.Note 3:To avoid collisions between RI/CQI reports and HARQ-ACK it is necessary to report them on PUSCH instead of PUCCH. PDCCH DCI format 0 shall be transmitted in downlink SF#4 and #9 to allow periodic RI/CQI to multiplex with the HARQ-ACK on PUSCH in uplink subframe SF#8 and #3.Note 4:This noise is applied in OFDM symbols #1, #2, #3, #5, #6, #8, #9, #10,#12, #13 of a subframe overlapping with the aggressor ABSNote 5:This noise is applied in OFDM symbols #0, #4, #7, #11 of a subframe overlapping with the aggressor ABS.Note 6:This noise is applied in all OFDM symbols of a subframe overlapping with aggressor non-ABSNote 7:ABS pattern as defined in [9].Note 8:Time-domain measurement resource restriction pattern for PCell measurements as defined in [7].Note 9:As configured according to the time-domain measurement resource restriction pattern for CSI measurements defined in [7].Note 10:Cell 1 is the serving cell. Cell 2 is the aggressor cell. The number of the CRS ports in Cell 1 and Cell 2 is the same.Note 11:Downlink physical channel setup in Cell 2 in accordance with Annex C.3.3 applying OCNG pattern as defined in Annex A.5.2.5.",,,,,,
