Parameter,,Unit,Value,,
Cyclic prefix,,,,Normal,
Cell ID,,,,0,
Number of HARQ processes,,,Processes,8 for Slot-PDSCH8 for subslot-PDSCH with proc-Timeline=set1 (Note 1)12 for subslot-PDSCH with proc-Timeline=set2 (Note 1),
Minimum Processing Time (Note 2),,,,Xp=4 (proc-Timeline=set1)Xp=6 (proc-Timeline=set2),
Maximum number of HARQ transmission,,,,4,
Redundancy version coding sequence,,,,"{0,1,2,3}",
Number of OFDM symbols for PDCCH,,,OFDM symbols,2,
Note 1:As specified in TS36.211 Table 8.1-2.Note 2:Subslot-PDSCH only. As specified in TS36.213 7.3.,,,,,
