Parameter,,Unit,Test 1
Downlink power allocation,,dB,-6
,,dB,-6 (Note 1)
,,dB,3
at antenna port,,dBm/15kHz,-98
ACK/NACK feedback mode,,,Bundling
PDSCH transmission mode,,,3
Note 1:.,,,
