Parameter,,Unit,Value,,
Cyclic prefix,,,,Normal,
Cell ID,,,,0,
Inter-TTI Distance,,,,1,
Number of HARQ processes,,,Processes,8,
Maximum number of HARQ transmission,,,,4,
Redundancy version coding sequence,,,,"{0,1,2,3} for QPSK and 16QAM{0,0,1,2} for 64QAM, 256QAM and 1024QAM",
Number of OFDM symbols for PDCCH,,,OFDM symbols,2,
Precoder update granularity,,,,Frequency domain: 1 PRG for Transmission modes 9 and 10Time domain: 1 ms,
Note 1:Void.Note 2:Void.,,,,,
