Reported value,Measured quantity value,Unit
CJTC_F_00,0 ≤ CJTC-F < AFO MFO-1,Hz
CJTC_F _01,≤ CJTC-F < AFO MFO-12*AFO MFO-1,Hz
CJTC_F _02,≤ CJTC-F < 2*AFO MFO-13*AFO MFO-1,Hz
…,…,…
CJTC_F _MFO-2,≤ CJTC-F < (MFO-2)*AFO MFO-1AFO,Hz
CJTC_F _MFO-1,‘Invalid’,N/A
