Reported value,Measured quantity value,Unit
CJTC_D_00,0 ≤ CJTC-Dd < AD MD-1,ns
CJTC_D _01,≤ CJTC-Dd < AD MD-12*AD MD-1,ns
CJTC_D _02,≤ CJTC-Dd < 2*AD MD-13*AD MD-1,ns
…,…,…
CJTC_D _MD-2,≤ CJTC-Dd < (MD-2)*AD MD-1AD,ns
CJTC_D _MD-1,£ CJTC-DdAD,ns
