Gap CombinationConfiguration Id,The number of simultaneous configured measurement gap patterns,,
,Per-FR1 measurement gap,Per-FR2 measurement gap,Per-UE measurement gap
0,2,1,0
1,1,2,0
2,0,0,2
3Note 1,1,0,1
4Note 1,0,1,1
5Note 1,1,1,1
6,2,0,0
7,0,2,0
"NOTE 1:Gap Combination Configuration Id #3, #4, #5 will be only applied when the per-UE measurement gap is associated to measure PRS for any RSTD, PRS-RSRP, UE Rx-Tx time difference, PRS-RSRPP, RSCP and RSCPD measurement defined in TS 38.215 [4].NOTE 2:In Gap Combination Configuration Id #0, #1, #6, #7, one per-FR measurement gap in an FR can be associated to measure PRS for any RSTD, PRS-RSRP, UE Rx-Tx time difference, PRS-RSRPP, RSCP and RSCPD measurement defined in TS 38.215 [4] provided that UE supports independentGapConfigPRS-r17.",,,
