Parameter,Unit,Value,Comment
NR RF Channel Number,,1,One NR radio channel is used for this test
Active PCell,,Cell 1,PCell on RF channel number 1.
CP length,,Normal,
DRX,,OFF,
L1-RSRP reporting period,slot,160,Periodic L1-RSRP reporting configured
L1-RSRP measured RS,,"SSB0, SSB1, SSB2, SSB3","L1-RSRP measurements of SSB0, SSB1, SSB2 and SSB3."
Number of reported RS,,3,"L1-RSRP reporting of measurements on SSB0, SSB1, SSB2, and SSB3."
T1,s,0.2,
T2,s,2,
