Parameter,Unit,Test configuration,Value,Comment
RF Channel Number,,Config 1,"1, 2",Two NR RF channels
Active cell,,Config 1,Cell 1: FR2 PCellCell 2: FR2 SCell,PCell on RF channel number 1FR2 SCell on RF channel number 2
CP length,,Config 1,Normal,
DRX,,Config 1,OFF,
Measurement gap pattern ID,,Config 1,OFF,
Filter coefficient,,Config 1,0,L3 filtering is not used
Cell 2 timing offset to Cell 1,s,Config 1,3,Synchronous cells.
T1,s,Config 1,5,
T2,s,Config 1,5,
T3,s,Config 1,5,
