#,Description,Example
1,"F1 and F2 cells are co-located and overlaid, providing nearly the same coverage. Both layers provide sufficient coverage and mobility can be supported on both layers. Likely scenario is when F1 and F2 are of the same band, e.g., 2 GHz, 800 MHz, etc. It is expected that aggregation is possible between overlaid F1 and F2 cells.",
2,"F1 and F2 cells are co-located and overlaid, but F2 has smaller coverage due to larger path loss. Only F1 provides sufficient coverage and F2 is used to improve throughput. Mobility is performed based on F1 coverage. Likely scenario when F1 and F2 are of different bands, e.g., F1 = {800 MHz, 2 GHz} and F2 = {3.5 GHz}, etc. It is expected that aggregation is possible between overlaid F1 and F2 cells.",
3,"F1 and F2 cells are co-located but F2 antennas are directed to the cell boundaries of F1 so that cell edge throughput is increased. F1 provides sufficient coverage but F2 potentially has holes, e.g., due to larger path loss. Mobility is based on F1 coverage. Likely scenario is when F1 and F2 are of different bands, e.g., F1 = {800 MHz, 2 GHz} and F2 = {3.5 GHz}, etc. It is expected that F1 and F2 cells of the same eNB can be aggregated where coverage overlaps.",
4,"F1 provides macro coverage and on F2 Remote Radio Heads (RRHs) are used to improve throughput at hot spots. Mobility is performed based on F1 coverage. Likely scenarios are both when F1 and F2 are DL non-contiguous carrier on the same band, e.g., 1.7 GHz, etc. and F1 and F2 are of different bands, e.g., F1 = {800 MHz, 2 GHz} and F2 = {3.5 GHz}, etc. It is expected that F2 RRHs cells can be aggregated with the underlying F1 macro cells.",
5,"Similar to scenario #2, but frequency selective repeaters are deployed so that coverage is extended for one of the carrier frequencies. It is expected that F1 and F2 cells of the same eNB can be aggregated where coverage overlaps.",
