BS channel bandwidth of the lowest/highest carrier received (MHz),Interfering signal centre frequency offset from the lower/upper Base Station RF Bandwidth edge (MHz),Type of interfering signal(Note 2)
10,±7.57,CW (Note 3)
,±25,"20 MHz DFT-s-OFDM NR signal (Note 1, 3)"
20,±7.50,CW
,±25,20 MHz DFT-s-OFDM NR signal (Note 1)
40,±7.45,CW
,±25,20 MHz DFT-s-OFDM NR signal (Note 1)
60,±7.49,CW
,±25,20 MHz DFT-s-OFDM NR signal (Note 1)
80,±7.44,CW
,±25,20 MHz DFT-s-OFDM NR signal (Note 1)
NOTE 1:Number of RBs is 100 for 15 kHz subcarrier spacing and 50 for 30 kHz subcarrier spacing.NOTE 2: The RBs shall be placed adjacent to the transmission bandwidth configuration edge which is closer to the Base Station RF Bandwidth edge.NOTE 3:This type of interfering signal is only applied for band n46.,,
