Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version
2017-05,RAN4#83,R4-1704619,,,,Specification skeleton,0.0.1
2017-05,RAN4#83,R4-1705332,,,,Specification skeleton (revised),0.0.2
2017-05,RAN4#83,R4-1706228,,,,Specification skeleton (revised),0.0.3
2017-07,RAN4-NR AH #2,R4-1706983,,,,"Agreed Text Proposal in RAN4 NR AH #2:R4-1706955, ""TP to TS 38.104: BS classification for NR BS""",0.1.0
2018-08,RAN4#84,R4-1709212,,,,"Agreed Text Proposal in RAN4 #84:R4-1708872, ""TP to TS 38.104 BS transmitter transient period""",0.2.0
2018-10,RAN4#84bis,R4-1711970,,,,"Agreed Text Proposal in RAN4 #84bis:R4-1710199, ""TP for TS 38.104: out of band blocking (10.4)""R4-1710587, ""TP for TS 38.104: Relationship with other core specifications (4.1)""R4-1710588, ""TP for TS 38.104: Relationship between minimum requirements and test requirements (4.2)""R4-1710589, ""TP for TS 38.104: Regional requirements (4.5)""R4-1710591, ""TP for TS 38.104: Conducted transmitter characteristics (general) (6.1)""R4-1710593, ""TP for TS 38.104: Operating band unwanted emissions (conducted) (6.6.4)""R4-1710594, ""TP for TS 38.104: Conducted receiver characteristics (General) (7.1)""R4-1710595, ""TP for TS 38.104: Radiated transmitter characteristics (General) (9.1)""R4-1710598, ""TP for TS 38.104: Radiated receiver characteristics (General) (10.1)""R4-1711325, ""TP to TS38.104: OTA Output power dynamics (9.4)""R4-1711363, ""TP to TS 38.104 - Occupied bandwidth (6.6.2)""R4-1711745, ""TP to TS 38.104 - Conducted and radiated requirement reference points (4.3)""R4-1711746, ""TP for TS 38.104: Adding applicability table to clause 4.6""R4-1711747, ""TP for TS 38.104: Operating bands and channel arrangements. (5)""R4-1711748, ""TP to TS38.104: conducted NR BS output power (6.2)""R4-1711750, ""TP for TS 38.104: Transmit ON/OFF power (6.4)""R4-1711753, ""TP for TS 38.104: Time alignment error requirements (6.5)""R4-1711754, ""TP for TS 38.104: Unwanted emissions, General (Conducted) (6.6.1)""R4-1711755, ""TP to TS 38.104: Occupied bandwidth for FR1 and FR2 NR BS (9.7)""R4-1711756, ""TP to TS 38.104: Transmitter spurious emissions (conducted) (6.6.5)""R4-1711757, ""TP for TS 38.104:Conducted BS transmitter intermodulation for FR1 (section 6.7)""R4-1711758, ""TP to TS 38.104: Reference Sensitivity (conducted) (7.2)""R4-1711759, ""TP to TS 38.104: NR BS conducted ACLR requirement in FR1 (6.6.3)""R4-1711760, ""TP to TS38.104: conducted NR BS receiver spurious emissions (7.6)""R4-1711761, ""TP to TS38.104: Radiated NR BS transmit power; FR1 (9.2)""R4-1711762, ""TP to TS38.104: OTA base station output power, FR1 (9.3)""R4-1711763, ""TP for TS 38.104: OTA Transmit ON/OFF power (9.5)""R4-1711764, ""TP to TS 38.104 - OTA ACLR""R4-1711765, ""TP for TS 38.104: OTA Operating band unwanted emissions and Spectrum emissions mask (9.7.4)""R4-1711766, ""TP for TS 38.104: OTA Spurious emission (9.7.5)""R4-1711767, ""TP for TS 38.104: Adding specification text for OTA TX IMD requirement in clause 9.8""R4-1711768, ""TP to TS 38.104: OTA Sensitivity (10.2)""R4-1711771, ""TP to TS38.104: OTA receiver spurious emissions, FR1 (10.7)""R4-1711772, ""TP to TS 38.104: Receiver Intermodulation (10.8)""R4-1711811, ""TP to TS 38.104: NR BS conducted in-band selectivity and blocking requirements in FR1 (7.4)""R4-1711950, ""TP to TS 38.104: Modulation Quality Skeleton (6.5)""R4-1711951, ""TP to TS38.104: frequency error for FR1 NR BS (6.5&9.6)""R4-1711952, ""TP to TS 38.104: OTA reference sensitivity (10.3)""",0.3.0
2017-11,RAN4#84bis,R4-1711971,,,,"Alignment of structure, terminology, and definitions between clauses.",0.4.0
2017-12,RAN4#85,R4-1714544,,,,"Agreed Text Proposal in RAN4 #85:R4-1712614, ""TP to TS 38.104 - OTA sensitivity (10.2)""R4-1712648, ""TP to TS 38.104: corrections for the applicability of ""BS type"" and ""requirement set"" definitions""R4-1712964, ""TP for TS 38.104: out of band blocking (7.5)""R4-1713631, ""TP to 38.104 on introduction of n71""R4-1713632, ""TP to 38.104, clause 4.7 (Requirements for contiguous and non-contiguous spectrum)""R4-1713633, ""TP to 38.104, clause 4.8 (Requirements for BS capable of multi-band operation)""R4-1713634, ""TP to 38.104, clause 6.6.4.2.6 (basic limits for additional requirements for operating band unwanted emissions)""R4-1714116, ""TP to TS 38.104: Revision of the TRP definition""R4-1714117, ""TP to TS 38.104: Radiated NR BS transmit power; 2-O (9.2.3)""R4-1714121, ""TP to TS 38.104: OTA Output power dynamics (9.4)""R4-1714125, ""TP to TS 38.104 v0.4.0: OTA TDD Off power""R4-1714127, ""TP for TS 38.104: OTA frequency error (9.6.1)""R4-1714129, ""TP to TS 38.104: NR BS conducted CACLR requirements in FR1 (6.6.3)""R4-1714134, ""TP to TS 38.104v0.4.0: Absolute levels for FR2 ACLR absolute levels for NR BS""R4-1714136, ""TP for TS 38.104: Update of OTA TX IM requirement for sub-clause 4.9 and sub-clause 9.8""R4-1714141, ""TP to TS 38.104: Reference Sensitivity (conducted) (7.2)""R4-1714142, ""TP to TS 38.104: NR BS FRCs for receiver requirements""R4-1714150, ""TP to TS 38.104 - OTA out of band blocking FR1 (10.6)""R4-1714306, ""TP for TS 38.104: Adding of TRP in terminology in clause 3""R4-1714307, ""TP to TS 38.104 - Conducted and radiated requirement reference points (4.3)""R4-1714308, ""TP for TS 38.104: Base station classes (4.4)""R4-1714310, ""TP to TS 38.104: Directional and TRP requirements identification (directional vs. TRP)""R4-1714312, ""TP for TS 38.104: Update of applicability table in sub-clause 4.6""R4-1714313, ""TP to TS 38.104: Operating bands (5.1-5.3)""R4-1714315, ""TP to TS38.104: frequency error for NR BS (6.5&9.6)""R4-1714316, ""TP for TS 38.104: Adding text for clause 6.5.2 Modulation quality""R4-1714317, ""TP to TS 38.104: Dynamic Range for FR1 (conducted)""R4-1714318, ""TP to TS38.104: ICS requirement (7.8&10.9)""R4-1714319, ""TP for TS 38.104: Adding text for clause 9.6.4 Modulation quality""R4-1714320, ""TP for TS 38.104: OTA Spurious emission (9.7.5)""R4-1714321, ""TP for TS 38.104: OTA Dynamic range (10.4)""R4-1714390, ""TP to TS 38.104: FR2 RX IM OTA, 10.8.3""R4-1714428, ""TP to TS 38.104 v0.4.0: Time alignment for CA""R4-1714430, ""TP to TS 38.104: Transmitter spurious emissions (conducted) (6.6.5)""R4-1714432, ""TP to TS 38.104: Output Power Dynamics for FR1 (conducted)""R4-1714433, ""TP to TS 38.104: OTA Rx spurious emissions for BS type O 2 (10.7.3)""R4-1714435, ""TP to TS 38.104: FR2 REFSENS""R4-1714437, ""TP for TS 38.104: Conducted Adjacent Channel Leakage Power Ratio (ACLR) (6.6.3)""R4-1714439, ""TP for TS 38.104: Receiver spurious emission (7.6)""R4-1714476, ""TP to TR 38.104: Channel arrangement (5.4)""R4-1714493, ""TP for TS 38.104: Operating band unwanted emissions (6.6.4)""R4-1714515, ""TP for TS 38.104: OTA Out-of-band emissions (9.7.4)""R4-1714517, ""TP to TS 38.104: OTA base station output power, 2-O (9.3.3)""R4-1714518, ""TP to TS 38.104: ACS and blocking update""R4-1714520, ""Draft TP to TS 38.104: OTA In-band selectivity and blocking (10.5)""R4-1714525, ""TP to TS 38.104: FR1 RX IM conducted 7.7""R4-1714526, ""TP to TS 38.104: FR1 RX IM OTA 10.8.2""",0.5.0
2017-12,RAN#78,RP-172268,,,,Presented to TSG RAN for approval.,1.0.0
2017-12,RAN#78,,,,,Approved by plenary – Rel-15 spec under change control,15.0.0
