Parameter,Unit,Value,Comment
NR RF Channel Number,,1,One NR radio channel is used for this test
Active Cell,,Cell 1,Cell 1 on RF channel number 1.
CP length,,Normal,
DRX,,OFF,
DL CCA model,,As specified in clause A.3.26.2.1,
UL CCA model,,As specified in clause A.3.26.2.2,
bwp-InactivityTimer,ms,200,
T1,s,0.2,
T2,s,0.2,
T3,s,0.2,
