Configuration,Description of a cell with CCA,Description of a cell without CCA
1,"NR 30 kHz SSB SCS, 40 MHz bandwidth, TDD duplex mode","LTE 10 MHz bandwidth, TDD duplex mode"
2,"NR 30 kHz SSB SCS, 40 MHz bandwidth, TDD duplex mode","LTE 10 MHz bandwidth, FDD duplex mode"
NOTE:The UE is only required to be tested in one of the supported test configurations.,,
