NR CA configuration,Uplink CA configuration or single uplink carrier10,NR Band,Channel bandwidth (MHz) (NOTE 3),Bandwidth combination set
CA_n100A-n101A,CA_n100A-n101A,n100,"3, 5",0
,,n101,"5, 10",
