Parameter,Unit,Value,Comment
highSpeedMeasFlagFR2-r17,,Set2,highSpeedMeasFlagFR2-r17 = Set2 is configured
SMTC configuration,,SMTC.1,As specified in clause A.3.11
A6-Offset,dB,-11,
Hysteresis,dB,0,
CP length,,Normal,
Time to Trigger,s,0,
Filter coefficient,,0,L3 filtering is not used
DRX,,OFF,DRX is not used
Time offset between serving and neighbour cells,,3 ms,Synchronous cells.
T1,s,5,
T2,s,4.5,
