Configuration,Description
1,"FR1 cell: NR 15 kHz SSB SCS, 10 MHz bandwidth, FDD duplex modeFR2 cell: 120 kHz SSB SCS, 100 MHz bandwidth, TDD duplex mode"
2,"LTE cell: LTE FDDFR2 cell: 120 kHz SSB SCS, 100 MHz bandwidth, TDD duplex mode"
