Parameter,Unit,Value,Comment
T1,s,5,
T2,s,"6 for power class 1, 59 for other power class",
Gap Pattern Id,,13,As specified in clause 9.1.2-1
Measurement gap offset,,0,
DRX,,DRX.1,"As specified in clause A.3.3To ensure the MGL is contained by DRX ON duration, the offset of drx-LongCycleStartOffset is set as 0"
